area,year,production_total,food_supply,net_trade,import_dependency
Barbados,2019,1007.82,483.425,-94667.68000000001,0.9894730344039435
Barbados,2020,1200.0,489.58000000000004,-81261.50000000001,0.9854564669637588
Barbados,2021,1354.9,469.295,-71332.13,0.9813963821462389
Belarus,2018,8245619.0,479.97,-770264.52,0.12248477827851656
Belarus,2019,8858304.0,478.865,-1155729.0500000003,0.14723801532753467
Belarus,2020,9009412.0,489.94,-660458.8000000002,0.10172810297266265
Belarus,2021,8073055.0,475.885,-404437.3499999999,0.08611155245545957
Belgium,2018,5407970.0,486.76000000000005,-8358462.569999998,0.7105990638069661
Belgium,2019,6760280.0,445.75,-9735396.780000001,0.6630766162761866
Belgium,2020,6420870.0,426.615,-9445945.28,0.6708170864100896
Belgium,2021,6250610.0,434.815,-10476944.870000001,0.6843057253133349
Belize,2018,186538.0,536.79,70107.94,0.10532899943544093
Belize,2019,166953.0,540.8399999999999,69625.01000000001,0.10342878758684419
Belize,2020,204770.0,531.7900000000001,79518.42,0.06433480702390888
Belize,2021,241934.0,516.075,96560.03,0.05522966622741086
Benin,2018,2211721.5100000002,2500.0,-29926.71,0.013352661030068628
Benin,2019,2264845.51,2500.0,-45043.99,0.01950122144497013
Benin,2020,2298387.82,2500.0,-54466.59,0.023155979853292843
Benin,2021,2460150.35,2500.0,-91217.64,0.036071174223397666
Bhutan,2018,168672.13,2500.0,-4728.690000000002,0.1497558584544615
Bhutan,2019,146021.32,993.885,227.5899999999965,0.15027472669754832
Bhutan,2020,146691.36000000002,1020.8100000000001,-7143.0899999999965,0.15680300878683703
Bhutan,2021,115312.05,999.08,-3593.5800000000017,0.24637405246178573
Bolivia (Plurinational State of),2018,6680588.52,503.565,20739.190000000002,0.016683490323671873
Bolivia (Plurinational State of),2019,6558088.0,486.005,34328.05999999998,0.013929183563565803
Bolivia (Plurinational State of),2020,6409183.0,500.13500000000005,-65843.56999999998,0.03100972001638591
Bolivia (Plurinational State of),2021,7269783.95,520.3149999999999,157037.40000000002,0.01387814330020009
Bosnia and Herzegovina,2018,2065266.0,720.615,-745238.62,0.28591719889496625
Bosnia and Herzegovina,2019,1981010.0,701.55,-720350.87,0.27717057838434883
Bosnia and Herzegovina,2020,2316679.0,707.495,-708447.1,0.25078434457348
Bosnia and Herzegovina,2021,1659571.0,699.535,-571837.75,0.2781049808033729
Botswana,2018,39006.07,635.05,-364882.52999999997,0.9044115956863304
Botswana,2019,9512.89,653.11,-355988.98999999993,0.9753368971363013
Botswana,2020,66935.39,662.81,-363268.76,0.8733572079194999
Botswana,2021,71579.6,625.325,-225088.72999999995,0.8502595672234645
Brazil,2018,228475418.0,485.90000000000003,100288998.91999999,0.03617330553808502
Brazil,2019,242484883.0,458.90500000000003,109281840.96,0.0357087486544388
Brazil,2020,254060146.0,462.615,109629800.80000001,0.03524013740454766
Brazil,2021,253784808.0,473.41,97227728.10000001,0.04116463203561283
Brunei Darussalam,2018,4222.0,2500.0,-15216.73,0.78299362910003
Brunei Darussalam,2019,4243.0,2500.0,-17662.559999999994,0.8081937392411289
Brunei Darussalam,2020,5617.09,2500.0,-27941.24,0.8328429105639088
Brunei Darussalam,2021,5464.0,2500.0,-68780.79,0.927134211474548
Bulgaria,2018,12196840.0,549.3399999999999,6214574.9,0.03946251457188029
Bulgaria,2019,13155680.0,496.555,7756915.88,0.05842212823315402
Bulgaria,2020,10426220.0,477.69,5836826.9399999995,0.10302819241798658
Bulgaria,2021,13733120.0,508.47499999999997,7315034.390000001,0.05780665120176792
Burkina Faso,2018,2166832.85,857.3199999999999,-152668.0,0.07044305106441194
Burkina Faso,2019,2212132.5,747.63,-95248.99999999999,0.0620294779608214
Burkina Faso,2020,2548701.67,756.755,-5782.759999999951,0.06298069289655528
Burkina Faso,2021,2490133.48,820.425,-154293.45,0.080661588685794
Burundi,2018,2362551.91,2500.0,-128132.85999999999,0.05264908242087466
Burundi,2019,2075433.95,2500.0,-140855.01,0.06423603435255333
Burundi,2020,1836984.0,2500.0,-101747.23999999999,0.05305725190975453
Burundi,2021,2437778.83,2500.0,-85644.36,0.034121933913246895
Cabo Verde,2018,10428.4,676.74,-69806.62,0.8700268286840336
Cabo Verde,2019,9937.0,703.3549999999999,-55578.32,0.8483255519472392
Cabo Verde,2020,8535.0,732.91,-69648.46,0.8908336878413925
Cabo Verde,2021,7779.0,747.215,-40033.92,0.8373033899623784
Cambodia,2018,12391059.19,713.34,-109856.76000000001,0.009291574157513907
Cambodia,2019,12022800.0,732.055,-72208.34000000001,0.015267851460816823
Cambodia,2020,12221000.0,713.095,-21030.030000000028,0.023984888918918375
Cambodia,2021,13363000.0,724.73,59487.44999999995,0.02177757587876
Cameroon,2018,4181658.1,593.445,-590742.8200000001,0.16253738003203233
Cameroon,2019,3929001.0,601.705,-688668.84,0.18176436162026668
Cameroon,2020,3742195.27,576.8199999999999,-688642.08,0.19106583330821486
Cameroon,2021,3763389.84,622.49,-765599.17,0.2143111958996479
Canada,2018,67294848.0,448.22,29782478.980000004,0.058290592471290176
Canada,2019,68028369.0,467.125,27099028.690000005,0.059719313177436596
Canada,2020,71487692.0,483.93,32192547.959999997,0.047248844859347626
Canada,2021,56332680.0,461.41499999999996,27282699.139999997,0.08401802096073471
Caribbean,2018,4502070.1,496.76,-4362632.95,0.5008074817765302
Caribbean,2019,4339490.29,493.72,-4461727.600000001,0.5293056896616427
Caribbean,2020,4085627.84,495.19,-4348822.529999999,0.5326347376065989
Caribbean,2021,4160349.47,493.615,-3962458.49,0.5101321027886925
Central America,2018,49837364.870000005,650.5600000000001,-25643874.71000001,0.41463864845413606
Central America,2019,49234218.96,667.5699999999999,-25349124.980000004,0.41706111906741994
Central America,2020,50141226.95,669.21,-23824324.28,0.39366212409054935
Central America,2021,51195643.620000005,656.285,-29352567.310000002,0.42056877420510624
Chad,2018,735006.78,2500.0,27508.28,0.05707736448498618
Chad,2019,744514.11,2500.0,31796.979999999996,0.051232499537763376
Chad,2020,724100.4299999999,2500.0,-28757.07,0.053397599244653315
Chad,2021,646165.5800000001,2500.0,-17079.53,0.05960726601088995
Chile,2018,4134728.9,603.04,-3506631.2300000004,0.4619226380271745
Chile,2019,3925652.8000000003,612.4399999999999,-3911947.6,0.5012599857429813
Chile,2020,3478403.0,589.87,-4247846.42,0.5540057696812388
Chile,2021,3447697.16,582.9499999999999,-4129092.29,0.5486141967863519
China,2018,1445837690.0,922.2375,-212278054.15,0.12921126077645775
China,2019,1456154178.48,918.0474999999999,-216645849.55999997,0.13076968168692432
China,2020,1470918415.6200004,939.6374999999999,-266586441.35000002,0.15451254884198984
China,2021,1498065761.44,940.7150000000001,-305237039.32,0.1701693710315919
Colombia,2018,9664569.81,442.31,-6400231.99,0.4595204775155692
Colombia,2019,10200552.61,466.15,-6978192.159999999,0.4681427467347516
Colombia,2020,9588132.34,480.46999999999997,-6808329.960000001,0.48717625494183614
Colombia,2021,9677448.77,454.325,-6474253.57,0.4766645779357486
Comoros,2018,93245.0,530.8,-1024.72,0.010870086386169387
Comoros,2019,96076.0,516.395,-689.7600000000001,0.007128141193744566
Comoros,2020,98909.0,532.315,-734.1,0.007367293871828556
Comoros,2021,101741.0,506.81,-2545.6299999999997,0.024409936345627426
Congo,2018,107050.23,236.555,-167879.4,0.6106267993013339
Congo,2019,108288.96,239.57,-207042.86999999997,0.6590918900207093
Congo,2020,107105.51999999999,228.6,-216964.11,0.6702568335980071
Congo,2021,107429.92000000001,249.10000000000002,-271385.04000000004,0.7164052866338753
Cook Islands,2018,5.0,2500.0,-330.73999999999995,0.9851075236790373
Cook Islands,2019,14.0,2500.0,-312.92,0.9571760675394592
Cook Islands,2020,8.75,2500.0,-270.01,0.968610991533936
Cook Islands,2021,9.25,2500.0,-283.63000000000005,0.9684257236482796
Costa Rica,2018,2841678.2,464.71000000000004,898172.8599999996,0.3593127956664096
Costa Rica,2019,2472545.8,505.625,745021.1599999997,0.3997938271119562
Costa Rica,2020,2822472.0,506.54499999999996,899203.48,0.3816458558473436
Costa Rica,2021,2810787.0,474.865,500117.5700000003,0.39342138233440843
Croatia,2018,3668750.0,507.19,962081.2100000002,0.11769221133796111
Croatia,2019,3904180.0,515.38,1241123.9500000002,0.10448605697924622
Croatia,2020,4183960.0,529.5350000000001,1861618.4300000002,0.11409840286718781
Croatia,2021,4018880.0,518.305,1533741.6000000003,0.11698589579373658
Cuba,2018,1213850.96,600.025,-1600379.7,0.5686747009528854
Cuba,2019,1111389.0,583.04,-1711905.2199999997,0.6063503451290388
Cuba,2020,902601.9,2500.0,-1684384.51,0.6510995062190937
Cuba,2021,804777.0,2500.0,-1112737.32,0.5803022082560013
Cyprus,2018,134370.0,575.72,-453815.87000000005,0.8017517110810259
Cyprus,2019,147310.0,549.96,-453075.70000000007,0.7814611689312879
Cyprus,2020,159310.0,578.9350000000001,-435383.38,0.7595990139922851
Cyprus,2021,156520.0,533.675,-507602.22,0.7908694332080635
Czechia,2018,7169430.0,396.985,2005934.21,0.11006229303276836
Czechia,2019,7829730.0,369.575,1552035.3900000001,0.11753984924540756
Czechia,2020,8302430.0,373.985,2670248.77,0.09888796834253269
Czechia,2021,8473540.0,362.43,2855073.4800000004,0.08979490067796139
C̫te d'Ivoire,2018,3332374.78,565.89,-386059.17,0.19130696555874213
C̫te d'Ivoire,2019,3486582.05,553.245,-277510.5399999999,0.16851550062643064
C̫te d'Ivoire,2020,3283434.89,557.1,-273449.19,0.18400971219423268
C̫te d'Ivoire,2021,3335652.41,534.115,-424735.32999999996,0.20596570379428286
Democratic People's Republic of Korea,2018,4753263.2,672.755,-537451.49,0.10158391096307633
Democratic People's Republic of Korea,2019,6462190.899999999,2500.0,-539923.96,0.07710869798556833
Democratic People's Republic of Korea,2020,5364123.899999999,2500.0,-101576.00000000001,0.01858426937355804
Democratic People's Republic of Korea,2021,5371702.0,2500.0,-10990.740000000002,0.0020418794807649447
Democratic Republic of the Congo,2018,4414870.28,162.92999999999998,-340042.42,0.07173411759688363
Democratic Republic of the Congo,2019,4461402.53,162.27,-492983.52999999997,0.099520858335892
Democratic Republic of the Congo,2020,4608134.5600000005,167.74499999999998,-449357.32000000007,0.08886045180433887
Democratic Republic of the Congo,2021,4771672.38,165.805,-671393.85,0.12334884406931781
Denmark,2018,7911380.0,457.44,461621.3700000001,0.12249544850346629
Denmark,2019,10716170.0,442.365,640509.91,0.08649628685001857
Denmark,2020,11028550.0,439.09000000000003,1273811.54,0.05396086514316636
Denmark,2021,9929130.0,448.37,1322732.76,0.050643973780688356
Djibouti,2018,16.73,800.425,-231858.1,0.9999307432294676
Djibouti,2019,16.77,752.0450000000001,-366630.60000000003,0.9999555046682024
Djibouti,2020,16.87,743.82,-74238.72,0.9997879256932863
Djibouti,2021,17.15,717.1099999999999,5913.680000000008,0.9998352847528043
Dominica,2018,11940.359999999999,2500.0,-736.91,0.07448181458104512
Dominica,2019,11825.659999999998,2500.0,-166.77999999999997,0.0392945200193349
Dominica,2020,11883.58,2500.0,-655.57,0.05231208456443812
Dominica,2021,11886.199999999999,2500.0,-402.55999999999995,0.0327961696573588
Dominican Republic,2018,2274197.14,382.395,-1692875.26,0.4452452291035803
Dominican Republic,2019,2272628.54,378.995,-1595416.8200000003,0.4679353046767143
Dominican Republic,2020,2308471.2300000004,418.33000000000004,-1574584.4000000001,0.4444495150940435
Dominican Republic,2021,2414755.09,429.825,-1632634.8100000003,0.4519403332131293
Ecuador,2018,9227087.46,537.255,5311011.52,0.11874053589242035
Ecuador,2019,9279263.95,538.76,5398453.62,0.12078357113294598
Ecuador,2020,8865209.91,535.46,5674870.72,0.13347797851573984
Ecuador,2021,9914429.450000001,482.785,5199501.49,0.14055070901369532
Egypt,2018,22986632.0,987.63,-24190526.519999996,0.5180352426323864
Egypt,2019,27651577.0,1005.535,-22467652.6,0.4559180599150671
Egypt,2020,29799161.0,993.9899999999999,-20470615.9,0.41483663379722296
Egypt,2021,29750867.95,981.3149999999999,-17711002.859999996,0.38102328318935913
El Salvador,2018,741307.83,637.305,-1181272.44,0.6173553011293706
El Salvador,2019,839629.58,706.82,-1338317.4499999997,0.6171117388283311
El Salvador,2020,829891.6,683.475,-1172750.2399999998,0.5898350113290752
El Salvador,2021,885767.68,670.885,-1125692.5299999998,0.5645341658936308
Equatorial Guinea,2018,31250.99,2500.0,-1498.16,0.0457465308259909
Equatorial Guinea,2019,31775.92,2500.0,-433.52,0.013474722399358707
Equatorial Guinea,2020,31253.64,2500.0,-753.53,0.023542537500191363
Equatorial Guinea,2021,31426.85,2500.0,-2016.3,0.06047326041580094
Eritrea,2018,110058.92,2500.0,-28354.0,0.2048795416084854
Eritrea,2019,110055.44,2500.0,-41713.22,0.27493080394966285
Eritrea,2020,110060.57,2500.0,-36289.27,0.24796248496069417
Eritrea,2021,110058.31,2500.0,-60676.090000000004,0.35568942699736716
Estonia,2018,855800.0,415.46,395716.1,0.10173593152419018
Estonia,2019,1449850.0,330.045,911318.5,0.06304467576308317
Estonia,2020,1490030.0,314.985,978377.1400000001,0.056631786170968944
Estonia,2021,1198910.0,331.415,635368.1100000001,0.06750498998114841
Eswatini,2018,137372.82,622.5450000000001,-182103.06,0.5830659095620324
Eswatini,2019,121017.79999999999,624.1550000000001,-204507.56000000003,0.6497099605373817
Eswatini,2020,111772.09000000001,664.1550000000001,-246136.59999999998,0.7012742019296785
Eswatini,2021,127399.59999999999,628.7099999999999,-224412.76,0.6554376957050391
Ethiopia,2018,23446363.12,916.3050000000001,-1091505.56,0.047989516473170075
Ethiopia,2019,24324265.69,941.675,-1222127.9700000002,0.05653302116238093
Ethiopia,2020,24602712.009999998,912.155,-997604.1,0.0447412868495464
Ethiopia,2021,26180720.45,913.51,-1744829.17,0.06681222895076447
Faroe Islands,2018,1517.85,2500.0,-15874.22,0.9127274671732577
Faroe Islands,2019,1512.94,2500.0,-14618.340000000002,0.9062108486054122
Faroe Islands,2020,1511.83,2500.0,-17594.78,0.9208740630870018
Faroe Islands,2021,1518.43,2500.0,-20881.390000000003,0.9322124319693498
Fiji,2018,13171.0,458.51,-92213.22,0.8750446133707102
Fiji,2019,13119.15,474.62,-201054.97,0.9387525209032236
Fiji,2020,19314.059999999998,463.15000000000003,-185897.22000000003,0.9059119864268939
Fiji,2021,19391.34,472.70000000000005,-131233.16,0.8713497943795621
Finland,2018,2455090.0,496.83,-145773.13,0.10490278399264197
Finland,2019,3235040.0,507.46999999999997,36213.18999999997,0.05634649902710527
Finland,2020,2708990.0,518.67,155255.59,0.0654662328555715
Finland,2021,2291450.0,520.855,-91968.21000000002,0.09094024770818021
France,2018,68807510.0,499.85,31845596.540000003,0.044747415074039114
France,2019,77591920.0,482.47,32448915.03,0.040027512350918594
France,2020,65309560.0,489.87,32909972.68,0.04486285204661446
France,2021,74869760.0,499.13,29054631.5,0.03560955918091
French Polynesia,2018,421.0,488.65,-7604.04,0.9475393984102319
French Polynesia,2019,337.0,504.97,-6314.210000000001,0.9493325274649275
French Polynesia,2020,330.0,494.17,-6755.660000000001,0.9534272597305273
French Polynesia,2021,345.0,500.52,-5538.5,0.9413614345202685
Gabon,2018,68369.23999999999,461.735,-118650.51999999999,0.6344283067816361
Gabon,2019,68726.62,462.82,-103658.31999999999,0.6014249656760896
Gabon,2020,68932.84999999999,498.57,-100957.95,0.5942523718891441
Gabon,2021,69258.16,443.94,-135344.67,0.6615001133902109
Gambia,2018,44869.630000000005,669.64,-40649.88,0.47532872908181995
Gambia,2019,47988.1,655.26,-4070.28,0.07818683562569562
Gambia,2020,57651.0,642.175,-3591.38,0.058642071062555055
Gambia,2021,68068.0,646.005,-37630.899999999994,0.35601978828540315
Georgia,2018,601500.0,649.515,-534015.7999999999,0.5422618556234078
Georgia,2019,560500.0,644.725,-607081.5599999999,0.5405673497322236
Georgia,2020,617300.0,701.91,-644135.5,0.5261776523244053
Georgia,2021,666800.0,687.63,-401321.45,0.42746455942942774
Germany,2018,42206400.0,461.7,-3765389.9000000004,0.2589404348970698
Germany,2019,49051200.0,421.77500000000003,-4530187.09,0.23863475220754027
Germany,2020,48824900.0,414.08500000000004,-319223.55999999866,0.2438244974354121
Germany,2021,47851100.0,415.04,-165698.1700000018,0.23239691799089174
Ghana,2018,3351567.39,370.595,-625131.28,0.17866382576407355
Ghana,2019,4135000.0,414.03,-521327.3699999999,0.1324499762054212
Ghana,2020,4365531.65,450.68,-719649.5999999999,0.15945251552656411
Ghana,2021,4681808.92,448.84,-172171.77,0.06134105661835886
Greece,2018,3549980.0,478.20500000000004,-2249817.11,0.4360282886626829
Greece,2019,3578080.0,438.37,-2394051.08,0.44204696770121255
Greece,2020,3661260.0,444.52,-1841709.6999999997,0.39029560651386425
Greece,2021,3699200.0,457.935,-1902184.7000000002,0.4128214459525546
Grenada,2018,5415.87,335.0,-18949.5,0.777735871976729
Grenada,2019,4163.35,330.39,-2437.4399999999996,0.3694368422088907
Grenada,2020,2842.24,298.015,-11091.09,0.7960114344524963
Grenada,2021,3639.82,347.35,-37432.420000000006,0.91175072906231
Guatemala,2018,6816363.14,614.365,643959.6200000001,0.20946697984611198
Guatemala,2019,6412614.140000001,637.47,572612.2600000002,0.24619427219031378
Guatemala,2020,6691314.21,607.5150000000001,297899.66000000015,0.2551280870841571
Guatemala,2021,7362704.590000001,578.135,399796.68999999994,0.22882648287327872
Guinea,2018,3539291.5300000003,640.03,-396069.52,0.1052101314483163
Guinea,2019,3593985.45,626.815,-385494.04,0.10138714132900188
Guinea,2020,3748046.31,643.455,-344468.92,0.08865102315275109
Guinea,2021,4219093.76,652.8050000000001,-382083.98,0.08701094780032825
Guinea-Bissau,2018,191520.27,724.615,-2515.57,0.012964460586250458
Guinea-Bissau,2019,205376.59,742.37,-834.56,0.004047113844231992
Guinea-Bissau,2020,220429.71,832.635,-2101.42,0.009443263061666924
Guinea-Bissau,2021,239567.86,739.4050000000001,-3067.8700000000003,0.012643933356393968
Guyana,2018,984802.2,672.405,-76574.09999999999,0.09203716900919572
Guyana,2019,1071033.94,652.4699999999999,-45152.28,0.043415998089822126
Guyana,2020,1078805.11,631.96,19238.65999999999,0.06471514585992112
Guyana,2021,881625.0,622.345,-61731.86,0.10916440131118875
Haiti,2018,715244.67,503.96999999999997,-251219.55,0.25994794133417465
Haiti,2019,665847.19,511.35,-272994.51,0.29078177512899606
Haiti,2020,594264.19,509.15999999999997,-263118.3,0.30756758992667443
Haiti,2021,656852.6799999999,518.27,-281871.72,0.30028182170482315
Honduras,2018,1466622.1000000003,573.34,-568373.5700000002,0.45070103738710754
Honduras,2019,1312086.2499999998,563.815,-536873.8699999999,0.46315760251634885
Honduras,2020,1349156.0300000003,574.685,-644862.8799999999,0.4684792966943499
Honduras,2021,1120080.93,564.82,-892347.1499999999,0.5205496389924728
Hong Kong,2018,0.0,496.74,-184231.93000000002,1.0
Hong Kong,2019,0.0,484.935,-173813.81000000003,1.0
Hong Kong,2020,0.0,486.54499999999996,-148016.86000000002,1.0
Hong Kong,2021,0.0,471.285,-141067.08,1.0
Hungary,2018,16687050.0,470.0,5050422.279999999,0.03967310581980744
Hungary,2019,17221650.0,484.28999999999996,5863772.350000001,0.04124324313758758
Hungary,2020,17116410.0,459.43500000000006,7807857.49,0.04414194793382402
Hungary,2021,15590050.0,490.63,6035467.2700000005,0.07378244124149459
Iceland,2018,9920.0,453.795,-84287.49,0.8947139057351946
Iceland,2019,16100.0,468.935,-79852.86,0.832223280176597
Iceland,2020,14666.0,501.78000000000003,-77322.88,0.8408066606336885
Iceland,2021,13845.0,533.425,-77410.27,0.8487337887307601
India,2018,401804794.15,684.67,1728164.78,0.0009172118791289963
India,2019,400125233.70000005,687.045,712600.6300000001,0.0020018632709234885
India,2020,417144725.78999996,701.195,2882072.0500000003,0.0019425507005585486
India,2021,439796802.47,695.225,10455529.430000002,0.0015017088254399057
Indonesia,2018,87543244.03,824.24,-13862706.24,0.13920746591249117
Indonesia,2019,83273346.23,778.935,-15489508.720000003,0.15710500861815677
Indonesia,2020,77334667.05000001,715.8299999999999,-14130607.030000001,0.1552301419889763
Indonesia,2021,78148839.79,713.05,-15498748.080000002,0.16563385918751566
Iran (Islamic Republic of),2018,24049297.28,753.345,-14071343.870000001,0.37942111304484843
Iran (Islamic Republic of),2019,26243633.86,744.6,-15084889.49,0.37425326063920633
Iran (Islamic Republic of),2020,26384304.37,765.0849999999999,-16253316.91,0.39458144940879136
Iran (Islamic Republic of),2021,20692008.94,751.25,-21897206.94,0.5204451546163797
Iraq,2018,2777420.96,787.86,-3240552.1799999997,0.5384874616136719
Iraq,2019,7302911.12,798.325,-2227284.5,0.23388569892062022
Iraq,2020,9554878.86,803.775,-1830348.8900000001,0.16086825780251846
Iraq,2021,5764502.32,828.3000000000001,147996.51999999955,0.2676141849438897
Ireland,2018,1940050.0,562.31,-2380591.04,0.5801294719214103
Ireland,2019,2457330.0,566.035,-1798639.1199999999,0.4732694779313065
Ireland,2020,2012530.0,501.16999999999996,-1525176.02,0.49632761230845246
Ireland,2021,2541990.0,475.015,-1372719.8899999997,0.4156720409419201
Israel,2018,800642.0,579.78,-4229205.789999999,0.8453771458753444
Israel,2019,846605.0,603.445,-4176064.06,0.836522931806301
Israel,2020,892613.0,615.15,-4235151.88,0.8308099531026842
Israel,2021,903844.0,633.145,-4051789.01,0.8240756122724158
Italy,2018,18559290.0,599.365,-17724456.31,0.4950321397960381
Italy,2019,18292190.0,575.755,-18808466.029999997,0.5116394001475022
Italy,2020,18880690.0,550.3399999999999,-18931254.0,0.5054495779266333
Italy,2021,18493810.0,560.72,-17731872.57,0.4964179302130743
Jamaica,2018,84741.84999999999,495.975,-428256.88,0.8353214296555106
Jamaica,2019,81429.0,494.205,-500696.83999999997,0.8603042724566428
Jamaica,2020,78960.0,469.63,-466943.25,0.855682206076598
Jamaica,2021,83605.0,477.245,-499973.65,0.857059882582742
Japan,2018,14017078.97,2500.0,-27011440.610000003,0.658372326074794
Japan,2019,14416787.95,2500.0,-26952830.720000003,0.6515299528234375
Japan,2020,14071189.43,2500.0,-26624186.009999998,0.6542408793043386
Japan,2021,14369685.45,2500.0,-25956925.900000002,0.6436706611826832
Jordan,2018,252289.0,581.12,-2462333.09,0.9202625469634726
Jordan,2019,299435.0,549.425,-2534024.17,0.8946588922054912
Jordan,2020,293253.1,569.7650000000001,-2228473.43,0.8843162921744216
Jordan,2021,336394.0,555.595,-2531459.93,0.8868148442005123
Kazakhstan,2018,22263555.689999998,565.265,8311172.220000001,0.01143386975095532
Kazakhstan,2019,19973021.93,562.12,7465832.4,0.02919568739577462
Kazakhstan,2020,22701904.27,559.3249999999999,6016806.04,0.038639135438998294
Kazakhstan,2021,19262126.98,541.725,5339978.99,0.08341761006678304
Kenya,2018,7834198.84,585.265,-2254023.7199999997,0.22582541495650754
Kenya,2019,7870440.1899999995,588.5500000000001,-2247692.75,0.22588087213335822
Kenya,2020,8133373.84,540.5600000000001,-2362071.92,0.22917261910663808
Kenya,2021,7975986.300000001,501.415,-2343685.55,0.2349582194820566
Kiribati,2018,7239.67,520.135,-20.940000000000005,0.00288405519646421
Kiribati,2019,7250.26,510.505,-90.52000000000001,0.012331114677186894
Kiribati,2020,7284.89,509.19,-60.73,0.008267511796145186
Kiribati,2021,7376.27,492.935,-2061.4000000000005,0.218422555567211
Kuwait,2018,47429.0,703.6750000000001,-1217385.01,0.9664607261389624
Kuwait,2019,66189.0,711.43,-1291484.74,0.9518874652981556
Kuwait,2020,50076.0,738.255,-1216720.7999999998,0.9609798490094078
Kuwait,2021,48555.0,695.1800000000001,-1298919.6300000001,0.9640153834069186
